_Pave,LotShape,LandContour,Utilities,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,Functional,GarageFinish,GarageQual,PavedDrive,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,TotRmsAbvGrd,Fireplaces,GarageYrBlt,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,MSSubClass,GarageArea,SalePrice,KitchenAbvGr,BedroomAbvGr,TotalBsmtSF,MSZoning,Neighborhood,Condition1,Condition2,HouseStyle,RoofStyle,LotConfig,BldgType,RoofMatl,Exterior1st,MasVnrType,Foundation,Heating,Electrical,GarageType,SaleType,SaleCondition
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,0.0,4.0,1.0,3.0,7.0,3.0,2.0,2.0,63.0,8199.0,7.0,5.0,2005.0,2005.0,0.0,648.0,0.0,80.0,728.0,728.0,0.0,1456.0,1.0,0.0,2.0,1.0,7.0,1.0,2005.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,60.0,410.0,189000.0,1.0,3.0,728.0,3.0,5.0,2.0,2.0,5.0,1.0,4.0,0.0,1.0,14.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,0.0,0.0,4.0,1.0,4.0,7.0,2.0,2.0,2.0,107.0,13891.0,9.0,5.0,2008.0,2009.0,424.0,0.0,0.0,1734.0,1734.0,1088.0,0.0,2822.0,0.0,0.0,3.0,1.0,12.0,1.0,2009.0,52.0,170.0,0.0,0.0,192.0,0.0,0.0,1.0,2009.0,60.0,1020.0,582933.0,1.0,4.0,1734.0,3.0,16.0,2.0,2.0,5.0,3.0,4.0,0.0,1.0,12.0,3.0,2.0,1.0,4.0,3.0,6.0,5.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,75.0,9000.0,5.0,5.0,1954.0,1954.0,0.0,812.0,0.0,124.0,1128.0,0.0,0.0,1128.0,0.0,0.0,1.0,0.0,5.0,0.0,1954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,20.0,286.0,118000.0,1.0,2.0,936.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,13.0,2.0,1.0,1.0,4.0,1.0,8.0,3.0
1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,4.0,7.0,2.0,2.0,2.0,91.0,12274.0,7.0,5.0,2008.0,2008.0,256.0,0.0,0.0,1417.0,1428.0,0.0,0.0,1428.0,0.0,0.0,2.0,0.0,6.0,0.0,2008.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,20.0,554.0,227680.0,1.0,3.0,1417.0,3.0,21.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,12.0,3.0,2.0,1.0,4.0,1.0,6.0,5.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,7.0,3.0,2.0,2.0,75.0,9750.0,5.0,5.0,1967.0,1967.0,0.0,400.0,480.0,100.0,980.0,0.0,0.0,980.0,0.0,0.0,2.0,0.0,6.0,0.0,1967.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,80.0,384.0,135500.0,1.0,3.0,980.0,3.0,12.0,2.0,2.0,7.0,1.0,4.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,144.0,21384.0,5.0,6.0,1923.0,2004.0,0.0,1309.0,0.0,15.0,1072.0,504.0,0.0,1576.0,2.0,0.0,1.0,1.0,6.0,1.0,1923.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,70.0,528.0,223500.0,1.0,3.0,1324.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0,0.0,1.0,13.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,85.0,13400.0,5.0,5.0,1966.0,1966.0,1047.0,516.0,128.0,380.0,1086.0,0.0,0.0,1086.0,1.0,0.0,1.0,0.0,6.0,1.0,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,80.0,484.0,159950.0,1.0,3.0,1024.0,3.0,12.0,2.0,2.0,7.0,1.0,4.0,0.0,1.0,12.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,1.0,0.0,90.0,8100.0,5.0,5.0,1898.0,1965.0,0.0,0.0,0.0,849.0,1075.0,1063.0,0.0,2138.0,0.0,0.0,2.0,0.0,11.0,0.0,1910.0,40.0,156.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,75.0,360.0,106000.0,3.0,2.0,849.0,4.0,17.0,2.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,3.0,7.0,2.0,2.0,2.0,78.0,10140.0,6.0,6.0,1974.0,1999.0,99.0,663.0,377.0,0.0,1309.0,0.0,0.0,1309.0,1.0,0.0,1.0,1.0,5.0,1.0,1974.0,265.0,0.0,0.0,0.0,0.0,648.0,0.0,1.0,2006.0,20.0,484.0,181000.0,1.0,3.0,1040.0,3.0,14.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,0.0,4.0,1.0,3.0,7.0,3.0,2.0,2.0,39.66731019681734,4438.0,6.0,5.0,2004.0,2004.0,169.0,662.0,0.0,186.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,4.0,1.0,2004.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,120.0,420.0,144500.0,1.0,1.0,848.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,12.0,1.0,2.0,1.0,4.0,1.0,3.0,4.0
0.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,7.0,1.0,2.0,0.0,66.0,8712.0,5.0,5.0,1952.0,1952.0,0.0,0.0,0.0,540.0,1044.0,0.0,0.0,1044.0,0.0,0.0,1.0,0.0,4.0,0.0,1952.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,6.0,2010.0,20.0,504.0,55993.0,1.0,2.0,540.0,0.0,9.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,13.0,2.0,1.0,1.0,0.0,2.0,8.0,2.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,7.0,2.0,2.0,2.0,75.0,9750.0,6.0,6.0,1958.0,1958.0,243.0,608.0,0.0,834.0,1442.0,0.0,0.0,1442.0,0.0,0.0,1.0,1.0,7.0,0.0,1958.0,0.0,0.0,275.0,0.0,0.0,0.0,500.0,4.0,2007.0,20.0,301.0,157900.0,1.0,4.0,1442.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,8.0,1.0,1.0,1.0,4.0,1.0,0.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,7.0,1.0,2.0,1.0,45.0,8248.0,5.0,7.0,1918.0,1950.0,0.0,0.0,0.0,686.0,686.0,564.0,0.0,1250.0,0.0,1.0,1.0,1.0,7.0,0.0,1955.0,207.0,0.0,96.0,0.0,0.0,0.0,0.0,7.0,2006.0,50.0,280.0,116000.0,1.0,3.0,686.0,3.0,7.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,11.0,2.0,0.0,2.0,4.0,5.0,8.0,4.0
1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,48.0,12137.0,7.0,5.0,1998.0,1998.0,442.0,0.0,0.0,1649.0,1661.0,0.0,0.0,1661.0,0.0,0.0,2.0,0.0,6.0,0.0,1998.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,20.0,598.0,224900.0,1.0,3.0,1649.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,12.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,7.0,2.0,2.0,2.0,82.7198585741357,11425.0,5.0,6.0,1954.0,1954.0,0.0,486.0,0.0,522.0,1008.0,0.0,0.0,1008.0,0.0,0.0,1.0,0.0,4.0,1.0,1954.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,7.0,2006.0,20.0,275.0,137000.0,1.0,2.0,1008.0,3.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,83.6259056767153,13265.0,8.0,5.0,2002.0,2002.0,148.0,1218.0,0.0,350.0,1689.0,0.0,0.0,1689.0,1.0,0.0,2.0,0.0,7.0,2.0,2002.0,150.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,20.0,857.0,271000.0,1.0,3.0,1568.0,3.0,11.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,3.0,1.0,2.0,7.0,1.0,2.0,2.0,80.0,8816.0,6.0,7.0,1971.0,1971.0,80.0,504.0,0.0,506.0,1052.0,0.0,0.0,1052.0,1.0,0.0,1.0,0.0,6.0,0.0,1971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,80.0,440.0,155000.0,1.0,3.0,1010.0,3.0,4.0,2.0,2.0,7.0,1.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,44.0,6371.0,7.0,5.0,2009.0,2010.0,128.0,733.0,0.0,625.0,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,6.0,1.0,2010.0,192.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,120.0,484.0,224000.0,1.0,2.0,1358.0,3.0,16.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,12.0,3.0,2.0,1.0,4.0,1.0,6.0,5.0
1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,72.0,7226.0,7.0,5.0,2003.0,2003.0,0.0,0.0,0.0,798.0,798.0,842.0,0.0,1640.0,0.0,0.0,2.0,1.0,6.0,0.0,2003.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,60.0,595.0,183000.0,1.0,3.0,798.0,3.0,5.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,2.0,2.0,60.0,6000.0,4.0,4.0,1953.0,1953.0,0.0,0.0,0.0,936.0,936.0,0.0,0.0,936.0,0.0,0.0,1.0,0.0,4.0,0.0,1974.0,0.0,32.0,112.0,0.0,0.0,0.0,0.0,2.0,2009.0,20.0,576.0,93000.0,1.0,2.0,936.0,4.0,17.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,1.0,4.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,4.0,1.0,3.0,7.0,3.0,2.0,2.0,81.56752348286642,12394.0,7.0,5.0,2003.0,2003.0,0.0,0.0,0.0,847.0,847.0,886.0,0.0,1733.0,0.0,0.0,2.0,1.0,7.0,1.0,2003.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,60.0,433.0,225000.0,1.0,3.0,847.0,3.0,8.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,3.0,8.0,3.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,60.0,9900.0,6.0,7.0,1940.0,1950.0,0.0,0.0,0.0,778.0,944.0,545.0,0.0,1489.0,0.0,0.0,2.0,0.0,7.0,1.0,1940.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,50.0,240.0,139500.0,1.0,3.0,778.0,3.0,18.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,12.0,2.0,0.0,1.0,4.0,5.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,81.0,11216.0,8.0,5.0,2006.0,2006.0,0.0,0.0,0.0,1489.0,1489.0,0.0,0.0,1489.0,0.0,0.0,2.0,0.0,7.0,1.0,2006.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,20.0,776.0,232600.0,1.0,3.0,1489.0,1.0,21.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,6.0,5.0
1.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,0.0,4.0,1.0,4.0,7.0,3.0,2.0,2.0,114.0,14803.0,10.0,5.0,2007.0,2008.0,816.0,1636.0,0.0,442.0,2084.0,0.0,0.0,2084.0,1.0,0.0,2.0,0.0,7.0,1.0,2007.0,188.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,20.0,1220.0,385000.0,1.0,2.0,2078.0,3.0,16.0,4.0,4.0,2.0,3.0,4.0,0.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,6.0,5.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,0.0,3.0,1.0,3.0,7.0,0.0,-1.0,2.0,50.0,6130.0,5.0,6.0,1924.0,1950.0,0.0,784.0,0.0,0.0,784.0,0.0,0.0,784.0,1.0,0.0,1.0,0.0,5.0,0.0,1962.7167431210505,0.0,0.0,116.0,0.0,0.0,0.0,0.0,5.0,2008.0,45.0,0.0,109500.0,1.0,2.0,784.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0,0.0,1.0,8.0,2.0,0.0,1.0,4.0,5.000000486276802,8.0,4.0
1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,65.0,8529.0,7.0,5.0,2001.0,2001.0,0.0,20.0,0.0,1434.0,1434.0,0.0,0.0,1434.0,0.0,0.0,2.0,0.0,6.0,1.0,2001.0,290.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,20.0,527.0,189000.0,1.0,3.0,1454.0,3.0,20.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,65.50780159465516,28698.0,5.0,5.0,1967.0,1967.0,0.0,249.0,764.0,0.0,1160.0,966.0,0.0,2126.0,0.0,1.0,2.0,1.0,7.0,0.0,1967.0,486.0,0.0,0.0,0.0,225.0,0.0,0.0,6.0,2009.0,60.0,538.0,185000.0,1.0,3.0,1013.0,3.0,4.0,2.0,2.0,5.0,0.0,1.0,0.0,5.0,9.0,2.0,2.0,1.0,4.0,1.0,8.0,0.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,24.0,2544.0,7.0,5.0,2005.0,2005.0,0.0,0.0,0.0,600.0,520.0,623.0,80.0,1223.0,0.0,0.0,2.0,1.0,4.0,0.0,2005.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,160.0,480.0,147400.0,1.0,2.0,600.0,1.0,21.0,2.0,2.0,5.0,1.0,4.0,3.0,1.0,8.0,2.0,2.0,1.0,4.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,80.0,11900.0,6.0,5.0,1957.0,1957.0,387.0,1040.0,0.0,352.0,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,1.0,6.0,2.0,1957.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,6.0,2008.0,20.0,458.0,166000.0,1.0,3.0,1392.0,3.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,30.0,3180.0,7.0,5.0,2005.0,2005.0,0.0,0.0,0.0,600.0,520.0,600.0,80.0,1200.0,0.0,0.0,2.0,1.0,4.0,0.0,2005.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,160.0,480.0,151000.0,1.0,2.0,600.0,1.0,21.0,2.0,2.0,5.0,1.0,4.0,4.0,1.0,8.0,2.0,2.0,1.0,4.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,5.0,0.0,4.0,1.0,3.0,7.0,2.0,2.0,2.0,44.0,9548.0,7.0,6.0,2003.0,2003.0,223.0,483.0,0.0,458.0,941.0,888.0,0.0,1829.0,1.0,0.0,2.0,1.0,7.0,1.0,2003.0,192.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,60.0,613.0,237000.0,1.0,3.0,941.0,3.0,5.0,2.0,2.0,5.0,1.0,1.0,0.0,1.0,12.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,100.0,10004.0,6.0,6.0,1964.0,1964.0,180.0,196.0,345.0,975.0,1516.0,0.0,0.0,1516.0,0.0,0.0,1.0,1.0,6.0,0.0,1964.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,2.0,2009.0,20.0,472.0,167000.0,1.0,3.0,1516.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,7.0,1.0,2.0,2.0,75.0,7875.0,5.0,6.0,1961.0,1961.0,136.0,572.0,0.0,572.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,6.0,0.0,1961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,20.0,456.0,139950.0,1.0,3.0,1144.0,3.0,12.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,60.0,9600.0,4.0,7.0,1950.0,1995.0,0.0,442.0,0.0,625.0,1067.0,0.0,0.0,1067.0,0.0,0.0,2.0,0.0,4.0,0.0,1996.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,20.0,436.0,128000.0,1.0,2.0,1067.0,3.0,19.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,2.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,5.0,1.0,2.0,2.0,90.0,8100.0,5.0,6.0,1948.0,1973.0,0.0,338.0,0.0,1221.0,1559.0,0.0,0.0,1559.0,1.0,0.0,1.0,0.0,5.0,0.0,1948.0,0.0,116.0,230.0,0.0,0.0,0.0,0.0,6.0,2007.0,30.0,812.0,153500.0,1.0,2.0,1559.0,4.0,17.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,2.0,0.0,1.0,4.0,5.0,0.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,7.0,1.0,2.0,2.0,21.0,1680.0,6.0,5.0,1973.0,1973.0,158.0,330.0,0.0,153.0,483.0,504.0,0.0,987.0,1.0,0.0,1.0,1.0,5.0,0.0,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,160.0,264.0,100000.0,1.0,2.0,483.0,4.0,2.0,2.0,2.0,5.0,1.0,4.0,3.0,1.0,6.0,1.0,1.0,1.0,4.0,5.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,7.0,1.0,2.0,2.0,75.0,9525.0,5.0,6.0,1995.0,2006.0,0.0,0.0,0.0,1099.0,1099.0,0.0,0.0,1099.0,0.0,0.0,1.0,1.0,6.0,0.0,1999.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,20.0,352.0,144000.0,1.0,3.0,1099.0,3.0,5.0,2.0,2.0,2.0,1.0,4.0,0.0,1.0,12.0,2.0,2.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,1.0,2.0,7.0,1.0,2.0,2.0,70.0,11767.0,5.0,6.0,1946.0,1995.0,0.0,352.0,0.0,416.0,768.0,432.0,0.0,1200.0,0.0,0.0,1.0,0.0,6.0,0.0,1946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,50.0,240.0,130500.0,1.0,3.0,768.0,3.0,7.0,2.0,2.0,0.0,1.0,4.0,0.0,1.0,8.0,2.0,1.0,1.0,4.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,7.0,1.0,2.0,1.0,73.25188521338764,12155.0,6.0,8.0,1925.0,1950.0,0.0,156.0,0.0,516.0,810.0,672.0,0.0,1482.0,0.0,0.0,2.0,0.0,7.0,0.0,1934.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,3.0,2008.0,70.0,400.0,140000.0,1.0,4.0,672.0,2.0,18.0,2.0,2.0,5.0,1.0,4.0,0.0,1.0,13.0,2.0,0.0,1.0,4.0,5.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,3.0,7.0,1.0,3.0,1.0,60.0,10440.0,5.0,8.0,1904.0,2002.0,0.0,0.0,0.0,650.0,958.0,581.0,0.0,1539.0,0.0,0.0,2.0,0.0,8.0,1.0,1983.0,70.0,78.0,68.0,0.0,0.0,0.0,0.0,6.0,2008.0,70.0,686.0,157500.0,1.0,3.0,650.0,4.0,17.0,2.0,2.0,5.0,1.0,4.0,0.0,1.0,8.0,2.0,2.0,1.0,4.0,5.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,7.0,2.0,3.0,2.0,82.0,9020.0,6.0,7.0,1966.0,1966.0,183.0,312.0,539.0,276.0,1165.0,0.0,0.0,1165.0,1.0,0.0,1.0,1.0,6.0,0.0,1966.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,80.0,490.0,174900.0,1.0,3.0,1127.0,3.0,12.0,2.0,2.0,7.0,1.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,-1.0,2.0,80.0,8000.0,5.0,4.0,1961.0,1961.0,0.0,0.0,0.0,1800.0,1800.0,0.0,0.0,1800.0,0.0,0.0,2.0,0.0,10.0,0.0,1969.472051896577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,90.0,0.0,141000.0,2.0,6.0,1800.0,3.0,12.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.6420600503867262,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,7.0,1.0,2.0,2.0,100.0,12665.0,5.0,8.0,1915.0,1950.0,0.0,0.0,0.0,876.0,876.0,540.0,0.0,1416.0,0.0,0.0,1.0,1.0,7.0,1.0,1949.0,418.0,0.0,194.0,0.0,0.0,0.0,0.0,6.0,2008.0,50.0,720.0,153900.0,1.0,4.0,876.0,4.0,17.0,0.0,2.0,0.0,1.0,4.0,0.0,1.0,13.0,2.0,0.0,1.0,4.0,5.0,8.0,4.0
1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,0.0,2.0,1.0,2.0,5.0,3.0,2.0,2.0,113.0333581052218,16647.0,5.0,5.0,1975.0,1981.0,0.0,1390.0,0.0,0.0,1701.0,0.0,0.0,1701.0,1.0,0.0,2.0,0.0,6.0,2.0,1975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,85.0,611.0,171000.0,1.0,3.0,1390.0,3.0,19.0,5.0,2.0,6.0,1.0,1.0,0.0,1.0,6.0,2.0,1.0,1.0,4.0,2.0,8.0,4.0
1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,4.0,0.0,4.0,1.0,3.0,7.0,1.0,2.0,2.0,75.0,9317.0,7.0,5.0,1993.0,1993.0,137.0,513.0,0.0,227.0,1006.0,769.0,0.0,1775.0,1.0,0.0,2.0,1.0,7.0,1.0,1993.0,234.0,72.0,192.0,0.0,0.0,0.0,0.0,7.0,2009.0,60.0,425.0,213000.0,1.0,3.0,740.0,3.0,20.0,2.0,2.0,5.0,1.0,4.0,0.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,8.0,4.0
